Title,Aired,Original Network,Score,Watch Platforms,Year_Simple,Release_Year,Score_Cleaned,Score_Ratings,Score_User_Base
The Wedding Scheme,"Apr 2, 2012 - May 22, 2012",tvN,"6.9 (scored by 1,130 users)",,2012,2012,"6.9 (scored by 1,130 users)",6.9,1130
Twelve Men in a Year,"Feb 15, 2012 - Apr 5, 2012",tvN,6.9 (scored by 922 users),,2012,2012,6.9 (scored by 922 users),6.9,922
Be Arrogant,"Oct 27, 2014 - Nov 24, 2014",SBS Plus,"6.9 (scored by 1,396 users)",Viki,2014,2014,"6.9 (scored by 1,396 users)",6.9,1396
Give Love Away,"Sep 28, 2013 - Mar 30, 2014",MBC,6.8 (scored by 368 users),,2014,2014,6.8 (scored by 368 users),6.8,368
7th Grade Civil Servant,"Jan 23, 2013 - Mar 28, 2013",MBC,"6.8 (scored by 4,955 users)",,2013,2013,"6.8 (scored by 4,955 users)",6.8,4955
Love in Time (2018),"Jul 25, 2018 - Jul 30, 2018",Naver TV Cast,6.9 (scored by 359 users),"Viki, AsianCrush",2018,2018,6.9 (scored by 359 users),6.9,359
"Take Care of Us, Captain","Jan 4, 2012 - Mar 8, 2012",SBS,"6.9 (scored by 1,399 users)","Viki, SBS World, Kocowa",2012,2012,"6.9 (scored by 1,399 users)",6.9,1399
Vampire Flower,"Jul 2, 2014 - Jul 4, 2014",Naver TV Cast,"7.0 (scored by 4,475 users)",,2014,2014,"7.0 (scored by 4,475 users)",7.0,4475
My Sister (2023),"Mar 14, 2023 - May 29, 2023",,6.9 (scored by 214 users),CheezeFilm,2023,2023,6.9 (scored by 214 users),6.9,214
How to Be Thirty,"Feb 23, 2021 - Apr 13, 2021",Daum Kakao TV,"7.0 (scored by 3,784 users)","Viki, iQIYI, Kakao TV",2021,2021,"7.0 (scored by 3,784 users)",7.0,3784
Aftermath Season 2,"Jan 13, 2014 - Jan 18, 2014",Naver TV Cast,"6.9 (scored by 1,832 users)",,2014,2014,"6.9 (scored by 1,832 users)",6.9,1832
The Family Is Coming,"Jan 3, 2015 - Mar 15, 2015",SBS,6.9 (scored by 538 users),"SBS World, Viki, Kocowa",2015,2015,6.9 (scored by 538 users),6.9,538
"My Love, Madame Butterfly","Oct 6, 2012 - Apr 7, 2013",SBS,6.9 (scored by 285 users),Viki,2013,2013,6.9 (scored by 285 users),6.9,285
New Normal Zine,"Jun 10, 2022 - Jul 15, 2022",,6.9 (scored by 198 users),,2022,2022,6.9 (scored by 198 users),6.9,198
Loss:Time:Life (2015),"Jul 9, 2015 - Jul 16, 2015",Naver TV Cast,6.9 (scored by 243 users),,2015,2015,6.9 (scored by 243 users),6.9,243
Magic School,"Sep 11, 2017 - Oct 6, 2017","jTBC, Naver TV Cast",6.9 (scored by 790 users),iflix,2017,2017,6.9 (scored by 790 users),6.9,790
The Witch's Game,"Oct 11, 2022 - Apr 14, 2023",MBC,6.9 (scored by 289 users),"Viki, Wavve, Kocowa",2023,2023,6.9 (scored by 289 users),6.9,289
That Man Oh Soo,"Mar 5, 2018 - Apr 24, 2018",OCN,"6.9 (scored by 5,049 users)",,2018,2018,"6.9 (scored by 5,049 users)",6.9,5049
Dramaworld Season 2,"Apr 2, 2021 - May 14, 2021","iQiyi, Viki",6.9 (scored by 219 users),"iQIYI, Prime Video",2021,2021,6.9 (scored by 219 users),6.9,219
K-POP - The Ultimate Audition,"Mar 19, 2012 - May 1, 2012",Channel A,"6.9 (scored by 10,660 users)","Netflix, Viki, AsianCrush, Tubi",2012,2012,"6.9 (scored by 10,660 users)",6.9,10660
Oh! Youngsim,"May 15, 2023 - Jun 13, 2023","ENA, Genie TV","6.9 (scored by 1,951 users)",Viki,2023,2023,"6.9 (scored by 1,951 users)",6.9,1951
Things That May Occur to You Today,"Feb 21, 2019 - Mar 7, 2019",,6.8 (scored by 170 users),,2019,2019,6.8 (scored by 170 users),6.8,170
Bachelor's Vegetable Store,"Dec 21, 2011 - Mar 8, 2012",Channel A,"6.9 (scored by 2,252 users)",,2012,2012,"6.9 (scored by 2,252 users)",6.9,2252
Unemployed Romance,"Oct 5, 2013 - Dec 7, 2013",E-Channel,"6.8 (scored by 1,792 users)",,2013,2013,"6.8 (scored by 1,792 users)",6.8,1792
Night Light (2016),"Nov 21, 2016 - Jan 24, 2017",MBC,"6.9 (scored by 1,322 users)",Netflix,2017,2017,"6.9 (scored by 1,322 users)",6.9,1322
Crazy Love (2013),"Apr 8, 2013 - Sep 17, 2013",tvN,6.7 (scored by 280 users),,2013,2013,6.7 (scored by 280 users),6.7,280
I Am...,"Jul 24, 2017 - Jul 29, 2017",Naver TV Cast,"6.9 (scored by 1,300 users)","Viki, Emotional Click, AsianCrush",2017,2017,"6.9 (scored by 1,300 users)",6.9,1300
The Third Marriage,"Oct 23, 2023 - May 3, 2024",MBC,6.9 (scored by 414 users),"Viki, Kocowa",2024,2024,6.9 (scored by 414 users),6.9,414
My Military Valentine,"Jun 7, 2024 - Jul 12, 2024",jTBC,"6.9 (scored by 1,795 users)","Apple TV, Viki",2024,2024,"6.9 (scored by 1,795 users)",6.9,1795
A Superior Day,"Mar 13, 2022 - May 1, 2022",OCN,"6.9 (scored by 1,348 users)",Viki,2022,2022,"6.9 (scored by 1,348 users)",6.9,1348
Melody of Love,"Nov 4, 2013 - Jun 6, 2014",KBS1,6.7 (scored by 456 users),KBS World,2014,2014,6.7 (scored by 456 users),6.7,456
"Hello, Spring","May 7, 2015 - May 21, 2015",KBS1,6.8 (scored by 203 users),,2015,2015,6.8 (scored by 203 users),6.8,203
Love (ft. Marriage and Divorce),"Jan 23, 2021 - Mar 14, 2021",TV Chosun,"6.9 (scored by 3,811 users)",Netflix,2021,2021,"6.9 (scored by 3,811 users)",6.9,3811
Bong Soon: A Cyborg in Love,"May 12, 2016",Naver TV Cast,"6.9 (scored by 1,170 users)","Prime Video, Wavve",2016,2016,"6.9 (scored by 1,170 users)",6.9,1170
Royal Family,"Mar 2, 2011 - Apr 28, 2011",MBC,6.9 (scored by 733 users),"Viki, Kocowa",2011,2011,6.9 (scored by 733 users),6.9,733
Glory Jane,"Oct 12, 2011 - Dec 28, 2011",KBS2,"6.9 (scored by 2,124 users)",Viki,2011,2011,"6.9 (scored by 2,124 users)",6.9,2124
Mermaid Prince (2020),"Apr 24, 2020 - May 29, 2020",,"6.9 (scored by 3,428 users)",Kocowa,2020,2020,"6.9 (scored by 3,428 users)",6.9,3428
Sweden Laundry,"Nov 21, 2014 - Mar 6, 2015",MBC every1,"6.9 (scored by 1,917 users)",Viki,2015,2015,"6.9 (scored by 1,917 users)",6.9,1917
Advertising Genius Lee Tae Baek,"Feb 4, 2013 - Mar 26, 2013",KBS2,"6.7 (scored by 1,396 users)",Kocowa,2013,2013,"6.7 (scored by 1,396 users)",6.7,1396
The Man in the Mask,"May 20, 2015 - Jul 9, 2015",KBS2,"6.9 (scored by 1,115 users)","Viki, KBS World, Kocowa",2015,2015,"6.9 (scored by 1,115 users)",6.9,1115
Hierarchy,"Jun 7, 2024",Netflix,"6.9 (scored by 24,765 users)",Netflix,2024,2024,"6.9 (scored by 24,765 users)",6.9,24765
Our Love Triangle,"Jan 30, 2024 - Mar 1, 2024",,"6.9 (scored by 1,054 users)",Viki,2024,2024,"6.9 (scored by 1,054 users)",6.9,1054
Dear X Who Doesn't Love Me,"Jul 14, 2022 - Jul 28, 2022",TVING,"6.9 (scored by 1,956 users)","Viki, iQIYI",2022,2022,"6.9 (scored by 1,956 users)",6.9,1956
Apple of My Eye (2023),"Mar 27, 2023 - Sep 15, 2023",KBS1,6.8 (scored by 307 users),"Viki, KBS World, Kocowa",2023,2023,6.8 (scored by 307 users),6.8,307
Tomorrow Boy,"Mar 28, 2016 - Apr 25, 2016",Naver TV Cast,"6.9 (scored by 1,231 users)","Viki, Kocowa",2016,2016,"6.9 (scored by 1,231 users)",6.9,1231
My Fuxxxxx Romance,"Oct 11, 2020 - Oct 29, 2020","Naver TV Cast, vLive","6.9 (scored by 1,845 users)",PlayList Global,2020,2020,"6.9 (scored by 1,845 users)",6.9,1845
Somebody (2022),"Nov 18, 2022",Netflix,"6.9 (scored by 11,065 users)",Netflix,2022,2022,"6.9 (scored by 11,065 users)",6.9,11065
Genesis (2021),"Jun 18, 2021 - Jul 23, 2021",Seezn,6.8 (scored by 333 users),,2021,2021,6.8 (scored by 333 users),6.8,333
Woman in a Veil,"Mar 14, 2023 - Aug 4, 2023",KBS2,6.8 (scored by 263 users),"Viki, Kocowa",2023,2023,6.8 (scored by 263 users),6.8,263
The Thousandth Man,"Aug 17, 2012 - Oct 12, 2012",MBC,"6.9 (scored by 2,164 users)",,2012,2012,"6.9 (scored by 2,164 users)",6.9,2164
The 1km Distance Between Us,"Dec 10, 2015 - Feb 25, 2016",Naver TV Cast,6.8 (scored by 231 users),,2016,2016,6.8 (scored by 231 users),6.8,231
Please Find Her,"Mar 31, 2017 - Jun 30, 2017",KBS2,6.8 (scored by 374 users),KBS World,2017,2017,6.8 (scored by 374 users),6.8,374
The Villain of Romance,"Jun 5, 2023 - Jun 27, 2023",MBC Dramanet,6.8 (scored by 197 users),"Viki, Hulu",2023,2023,6.8 (scored by 197 users),6.8,197
Sword and Flower,"Jul 3, 2013 - Sep 5, 2013",KBS2,6.7 (scored by 752 users),,2013,2013,6.7 (scored by 752 users),6.7,752
DNA Lover,"Aug 17, 2024 - Oct 6, 2024",TV Chosun,"6.9 (scored by 1,888 users)","TVING, Viki, Wavve",2024,2024,"6.9 (scored by 1,888 users)",6.9,1888
All is Well (2015),"Aug 31, 2015 - Jan 29, 2016",KBS2,6.8 (scored by 280 users),KBS World,2016,2016,6.8 (scored by 280 users),6.8,280
Momo Salon,"Sep 2, 2014",Naver TV Cast,6.8 (scored by 618 users),,2014,2014,6.8 (scored by 618 users),6.8,618
Dream High Season 2,"Jan 30, 2012 - Mar 20, 2012",KBS2,"6.9 (scored by 21,099 users)","Netflix, Viki, KBS World, Kocowa",2012,2012,"6.9 (scored by 21,099 users)",6.9,21099
Blade Man,"Sep 10, 2014 - Nov 13, 2014",KBS2,"6.9 (scored by 7,214 users)","Viki, KBS World, Kocowa",2014,2014,"6.9 (scored by 7,214 users)",6.9,7214
To My Beloved,"Jun 27, 2012 - Aug 16, 2012",jTBC,6.8 (scored by 400 users),,2012,2012,6.8 (scored by 400 users),6.8,400
Becoming a Billionaire,"Mar 1, 2010 - May 4, 2010",KBS2,"6.9 (scored by 1,608 users)",Viki,2010,2010,"6.9 (scored by 1,608 users)",6.9,1608
